,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Kahit Ayaw Mo Na","This Band",1979634,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
2,"Kung 'Di Rin Lang Ikaw","December Avenue",1883130,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
3,"Pauwi Nako",PDL,1865244,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr
4,Buwan,"juan karlos",1756701,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
5,Sana,"I Belong to the Zoo",1711538,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
6,"Hindi Na Nga","This Band",1390142,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
7,"Sa Ngalan Ng Pag-Ibig","December Avenue",1296110,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
8,"Love Someone","Lukas Graham",1263558,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
9,"Maybe The Night",Ben&Ben,1190595,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
10,"7 rings","Ariana Grande",1190499,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11,"Kathang Isip",Ben&Ben,1178580,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
12,"Malibu Nights",LANY,1125297,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
13,"thank u, next","Ariana Grande",1114613,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
14,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1095919,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
15,"Best Part (feat. Daniel Caesar)",H.E.R.,1091194,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
16,Bulong,"December Avenue",1059482,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
17,"214 - From ""Alone/Together""","JM De Guzman",1020163,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
18,"Kahit Di Mo Alam","December Avenue",1012823,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
19,"Dancing With A Stranger (with Normani)","Sam Smith",1001519,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
20,"Balang Araw","I Belong to the Zoo",997218,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
21,"Ikaw At Ako","Moira Dela Torre",956031,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
22,"Without Me",Halsey,905710,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
23,"i'm so tired...",Lauv,860206,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
24,"break up with your girlfriend, i'm bored","Ariana Grande",855035,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
25,Talk,Khalid,840463,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
26,Happier,Marshmello,829220,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
27,Dalaga,ALLMO$T,826887,https://open.spotify.com/track/6fWTVk29yvFEqE5VY6Gslk
28,2002,Anne-Marie,773474,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
29,Tagpuan,"Moira Dela Torre",766898,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
30,Undecided,"Chris Brown",766240,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
31,"Girls Like You (feat. Cardi B)","Maroon 5",750043,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
32,"Thru These Tears",LANY,728165,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
33,"'Di Na Muli","Janine Teñoso",716128,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
34,Weak,"Khel Pangilinan",676673,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
35,"Please Me","Cardi B",654624,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
36,"Missin You Crazy",Russ,635122,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
