,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",1657498,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,Buwan,"juan karlos",1626150,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
3,"Kung 'Di Rin Lang Ikaw","December Avenue",1606396,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
4,Sana,"I Belong to the Zoo",1546599,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
5,"Kahit Ayaw Mo Na","This Band",1521852,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
6,"Sa Ngalan Ng Pag-Ibig","December Avenue",1278298,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
7,"Kathang Isip",Ben&Ben,1156602,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
8,"Malibu Nights",LANY,1148617,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
9,"Maybe The Night",Ben&Ben,1100307,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1098196,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,Happier,Marshmello,1083768,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1059753,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Love Someone","Lukas Graham",1003288,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
14,2002,Anne-Marie,971403,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
15,"Girls Like You (feat. Cardi B)","Maroon 5",954063,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,Mundo,"IV Of Spades",921850,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
17,Bulong,"December Avenue",883701,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
18,"Beautiful (feat. Camila Cabello)",Bazzi,843705,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
19,"Without Me",Halsey,743004,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",731101,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
21,"Thru These Tears",LANY,725236,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
22,Weak,"Khel Pangilinan",718919,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
23,"Kiss and Make Up","Dua Lipa",684926,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
24,"Eastside (with Halsey & Khalid)","benny blanco",678970,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
25,"'Di Na Muli","Janine Teñoso",652910,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
26,IDGAF,"Dua Lipa",644117,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
27,"Hindi Na Nga","This Band",642268,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
28,"Kahit Di Mo Alam","December Avenue",626218,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
29,"Best Part (feat. Daniel Caesar)",H.E.R.,617991,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
30,imagine,"Ariana Grande",607545,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
31,Ex,Callalily,602989,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
32,SOLO,JENNIE,598638,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
33,Better,Khalid,584332,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
34,"You Are The Reason","Calum Scott",566117,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
35,"Balang Araw","I Belong to the Zoo",559264,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
36,"This Feeling","The Chainsmokers",556382,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
37,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",546547,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
38,"I Don't Wanna Love You Anymore",LANY,545446,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
39,"I Like Me Better",Lauv,523958,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
40,"Ruin My Life","Zara Larsson",516754,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
41,"8 Letters","Why Don't We",507891,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
42,Tagpuan,"Moira Dela Torre",471963,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
43,"Midnight Sky","Unique Salonga",450634,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
44,"Thick And Thin",LANY,448192,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
45,"The Middle",Zedd,445294,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
46,Akala,Marion,423051,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
47,"Be Alright","Dean Lewis",416736,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
48,Wow.,"Post Malone",415458,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
49,"Saturday Nights",Khalid,398980,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
50,"Pasensya Ka Na","Silent Sanctuary",385397,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
51,"Say You Won't Let Go","James Arthur",376930,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
52,"Switch It Up",Lavaado,369907,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
53,"Too Good At Goodbyes","Sam Smith",349949,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
54,"Freaky Friday (feat. Chris Brown)","Lil Dicky",339193,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
55,"Rewrite The Stars","Zac Efron",333695,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
56,"Woman Like Me (feat. Nicki Minaj)","Little Mix",332758,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
57,"Waste It On Me (feat. BTS)","Steve Aoki",328407,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr
58,Tadhana,"Up Dharma Down",325578,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
59,"What Lovers Do","Maroon 5",324614,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
60,"Bakit Ba Ikaw","Michael Pangilinan",313564,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
61,Narcissist,"No Rome",307787,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
62,"Kung Wala Ka",Hale,302888,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
63,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",297598,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
64,"Sweet but Psycho","Ava Max",294619,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
65,"no tears left to cry","Ariana Grande",287045,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
66,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,286990,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
67,Hiling,"Mark Carpio",286534,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
68,Perfect,"Ed Sheeran",280217,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
69,Ours,Ben&Ben,277771,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
70,Sila,SUD,275384,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
71,Nadarang,"Shanti Dope",274307,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
72,Leaves,Ben&Ben,274302,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
73,"BBoom BBoom",MOMOLAND,272051,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
74,"Oks Lang","John Roa",266591,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
75,"Bad Liar","Imagine Dragons",259091,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
76,"SICKO MODE","Travis Scott",256460,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
77,"In My Feelings",Drake,255776,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
78,BAAM,MOMOLAND,251261,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
79,"Tell Me Where It Hurts",MYMP,247708,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
80,"New Rules","Dua Lipa",245937,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
81,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",243632,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
82,"Super Far",LANY,242281,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
83,"Miss Independent",Ne-Yo,241997,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
84,"Bohemian Rhapsody - Remastered 2011",Queen,239287,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
85,"Finesse - Remix; feat. Cardi B","Bruno Mars",237526,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
86,"YES or YES",TWICE,237449,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
87,"Havana (feat. Young Thug)","Camila Cabello",236267,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
