,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Buwan,"juan karlos",2546400,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
2,"Malibu Nights",LANY,1878748,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
3,"Maybe The Night",Ben&Ben,1766143,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
4,"Kung 'Di Rin Lang Ikaw","December Avenue",1704443,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
5,Sana,"I Belong to the Zoo",1580069,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
6,"Thru These Tears",LANY,1378881,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
7,"Kathang Isip",Ben&Ben,1366353,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
8,"Sa Ngalan Ng Pag-Ibig","December Avenue",1334306,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
9,Happier,Marshmello,1171026,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"Love Someone","Lukas Graham",1157196,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
11,"Kiss and Make Up","Dua Lipa",1143936,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
12,2002,Anne-Marie,1029239,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
13,"Beautiful (feat. Camila Cabello)",Bazzi,993388,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
14,Mundo,"IV Of Spades",964033,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
15,"Girls Like You (feat. Cardi B)","Maroon 5",928442,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,"I Don't Wanna Love You Anymore",LANY,914511,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
17,"'Di Na Muli","Janine Teñoso",890795,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
18,"Thick And Thin",LANY,849728,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
19,Better,Khalid,824972,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX
