,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Kahit Ayaw Mo Na","This Band",2019030,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
2,"Kung 'Di Rin Lang Ikaw","December Avenue",1972795,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
3,Sana,"I Belong to the Zoo",1792452,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
4,Buwan,"juan karlos",1686648,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
5,"Sa Ngalan Ng Pag-Ibig","December Avenue",1528254,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
6,"thank u, next","Ariana Grande",1401545,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
7,"Love Someone","Lukas Graham",1399689,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
8,"Kathang Isip",Ben&Ben,1397471,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
9,"7 rings","Ariana Grande",1383064,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
10,"Maybe The Night",Ben&Ben,1292326,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
11,Bulong,"December Avenue",1235364,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
12,"Malibu Nights",LANY,1177632,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
13,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1154359,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
14,"Hindi Na Nga","This Band",1032487,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
15,"Without Me",Halsey,996377,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
16,"Ikaw At Ako","Moira Dela Torre",938967,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
17,Happier,Marshmello,933865,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,2002,Anne-Marie,902837,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
19,"Dancing With A Stranger (with Normani)","Sam Smith",887270,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
20,"Girls Like You (feat. Cardi B)","Maroon 5",883375,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
21,"Best Part (feat. Daniel Caesar)",H.E.R.,878325,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
22,"Kahit Di Mo Alam","December Avenue",862220,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
23,Undecided,"Chris Brown",840209,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
24,"Beautiful (feat. Camila Cabello)",Bazzi,800687,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
25,"Pauwi Nako",PDL,784480,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr
26,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",769307,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
27,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",758183,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
28,Tagpuan,"Moira Dela Torre",746923,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
29,"Balang Araw","I Belong to the Zoo",742107,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
30,Mundo,"IV Of Spades",733268,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
31,"Thru These Tears",LANY,709221,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
32,"'Di Na Muli","Janine Teñoso",677323,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
33,Ex,Callalily,674141,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
34,"Eastside (with Halsey & Khalid)","benny blanco",670818,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
35,Weak,"Khel Pangilinan",666850,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
36,Wow.,"Post Malone",663190,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
37,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",657226,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
38,"You Are The Reason","Calum Scott",657004,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
39,SOLO,JENNIE,574185,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
40,"I Don't Wanna Love You Anymore",LANY,571903,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
41,"This Feeling","The Chainsmokers",566384,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
42,Better,Khalid,555562,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
43,"Sweet but Psycho","Ava Max",542171,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
44,"8 Letters","Why Don't We",540214,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
45,"I Like Me Better",Lauv,528779,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
46,"i'm so tired...",Lauv,525401,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
47,"Missin You Crazy",Russ,517670,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
48,"Kiss and Make Up","Dua Lipa",505060,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
49,"High Hopes","Panic! At The Disco",504904,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
50,"Saturday Nights",Khalid,491259,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
51,"Say You Won't Let Go","James Arthur",419048,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
52,"Dulo Ng Hangganan","IV Of Spades",400506,https://open.spotify.com/track/7h4W9blGxYCkKJ3dxPZ84j
53,"Pasensya Ka Na","Silent Sanctuary",390964,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
54,IDGAF,"Dua Lipa",382939,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
55,"Kung Wala Ka",Hale,376237,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
56,"Too Good At Goodbyes","Sam Smith",373097,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
57,Tadhana,"Up Dharma Down",372255,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
58,Anino,"Up Dharma Down",365639,https://open.spotify.com/track/4KmkG7fVe8bNBUpCbKCdJQ
59,Hope,"The Chainsmokers",365045,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
60,imagine,"Ariana Grande",362934,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
61,Dalaga,ALLMO$T,355266,https://open.spotify.com/track/6fWTVk29yvFEqE5VY6Gslk
62,"Bakit Ba Ikaw","Michael Pangilinan",347131,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
63,Ours,Ben&Ben,345631,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
64,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",341843,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
65,"The Middle",Zedd,339271,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
66,"MIDDLE CHILD","J. Cole",335179,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
67,Migraine,Moonstar88,334942,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
68,Hiling,"Mark Carpio",332708,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
69,Sila,SUD,329986,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
70,Narcissist,"No Rome",324387,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
71,"Switch It Up",Lavaado,316916,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
72,"Rewrite The Stars","Zac Efron",315316,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
73,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,311270,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
74,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",310335,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
75,Leaves,Ben&Ben,308323,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
76,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",304591,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
77,"Midnight Sky","Unique Salonga",301546,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
78,"Oks Lang","John Roa",301158,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
79,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,300230,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
80,"no tears left to cry","Ariana Grande",298491,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
81,Perfect,"Ed Sheeran",292687,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
82,Sandali,Because,289999,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
83,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Dua Lipa",286885,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l
