,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,2019924,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Girls Like You (feat. Cardi B)","Maroon 5",1364147,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
3,Mundo,"IV Of Spades",1221053,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
4,"Thru These Tears",LANY,1189694,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
5,"Kathang Isip",Ben&Ben,1165877,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
6,"Kung 'Di Rin Lang Ikaw","December Avenue",1089312,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
7,"'Di Na Muli","Janine Teñoso",1043496,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
8,2002,Anne-Marie,1042855,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
9,"No Brainer","DJ Khaled",969262,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
10,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,903723,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
11,Tagpuan,"Moira Dela Torre",902706,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
12,Rise,"Jonas Blue",824630,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
13,"Eastside (with Halsey & Khalid)","benny blanco",799705,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
14,"Sa Ngalan Ng Pag-Ibig","December Avenue",776905,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
15,"God is a woman","Ariana Grande",740784,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
16,BAAM,MOMOLAND,729731,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
17,"BBoom BBoom",MOMOLAND,718250,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
18,"Happy Now",Zedd,667031,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
19,"Ocean (feat. Khalid)","Martin Garrix",654199,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
20,"Freaky Friday (feat. Chris Brown)","Lil Dicky",640977,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
21,"I'm a Mess","Bebe Rexha",634981,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
22,Nadarang,"Shanti Dope",633478,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
23,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",611743,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
24,IDGAF,"Dua Lipa",575871,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
25,13,LANY,568307,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
26,Happier,"Ed Sheeran",523170,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
27,"The Middle",Zedd,504392,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
28,Tadhana,"Up Dharma Down",500659,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
29,Connection,OneRepublic,499807,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
30,"Solo (feat. Demi Lovato)","Clean Bandit",499316,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
31,Tagu-Taguan,"Moira Dela Torre",498726,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
32,"no tears left to cry","Ariana Grande",494184,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
33,Youngblood,"5 Seconds of Summer",490980,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
34,"Playinwitme (feat. Kehlani)",KYLE,461900,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
35,"Born To Be Yours",Kygo,460544,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
36,"Oks Lang","John Roa",450779,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
37,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",450745,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
