,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Pauwi Nako",PDL,1971643,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr
2,"Kahit Ayaw Mo Na","This Band",1854387,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
3,Sana,"I Belong to the Zoo",1708156,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
4,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1563094,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
5,"Kung 'Di Rin Lang Ikaw","December Avenue",1506125,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
6,Buwan,"juan karlos",1490442,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
7,"Hindi Na Nga","This Band",1303764,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
8,"Love Someone","Lukas Graham",1281785,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
9,"Maybe The Night",Ben&Ben,1219962,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
10,"Sa Ngalan Ng Pag-Ibig","December Avenue",1212280,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
11,"Malibu Nights",LANY,1106658,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
12,Bulong,"December Avenue",1106431,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
13,"Best Part (feat. Daniel Caesar)",H.E.R.,1083890,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
14,"7 rings","Ariana Grande",1066772,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
15,"Balang Araw","I Belong to the Zoo",1033235,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
16,"thank u, next","Ariana Grande",1002398,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
17,Dalaga,ALLMO$T,958207,https://open.spotify.com/track/6fWTVk29yvFEqE5VY6Gslk
18,"Kahit Di Mo Alam","December Avenue",943544,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
19,"Kathang Isip",Ben&Ben,922161,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
20,"i'm so tired...",Lauv,920452,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
21,Talk,Khalid,899032,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
22,Sucker,"Jonas Brothers",886044,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
23,"Dancing With A Stranger (with Normani)","Sam Smith",870226,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
24,"214 - From ""Alone/Together""","JM De Guzman",851322,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
25,"Without Me",Halsey,827871,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
26,"Missin You Crazy",Russ,804797,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
27,2002,Anne-Marie,797200,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
28,"break up with your girlfriend, i'm bored","Ariana Grande",776082,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
29,Happier,Marshmello,747578,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
