,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Kahit Ayaw Mo Na","This Band",2042236,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
2,"Kung 'Di Rin Lang Ikaw","December Avenue",1970413,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
3,Sana,"I Belong to the Zoo",1746658,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
4,Buwan,"juan karlos",1719988,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
5,"7 rings","Ariana Grande",1535107,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
6,"Sa Ngalan Ng Pag-Ibig","December Avenue",1502356,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
7,"thank u, next","Ariana Grande",1397553,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
8,"Love Someone","Lukas Graham",1364312,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
9,"Maybe The Night",Ben&Ben,1363488,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
10,"Kathang Isip",Ben&Ben,1315658,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
11,"Pauwi Nako",PDL,1225556,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr
12,"Hindi Na Nga","This Band",1203654,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
13,"Malibu Nights",LANY,1197360,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
14,Bulong,"December Avenue",1110210,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
15,"Best Part (feat. Daniel Caesar)",H.E.R.,1050989,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
16,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1046261,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
17,"Balang Araw","I Belong to the Zoo",1012824,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
18,"Dancing With A Stranger (with Normani)","Sam Smith",1006407,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
19,"Without Me",Halsey,941176,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"break up with your girlfriend, i'm bored","Ariana Grande",936665,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
21,Happier,Marshmello,918336,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
22,"Kahit Di Mo Alam","December Avenue",898321,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
23,"Ikaw At Ako","Moira Dela Torre",887173,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
24,Undecided,"Chris Brown",861213,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
25,2002,Anne-Marie,855485,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
26,"Girls Like You (feat. Cardi B)","Maroon 5",839108,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
27,"i'm so tired...",Lauv,799597,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
28,Tagpuan,"Moira Dela Torre",789833,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
29,"'Di Na Muli","Janine Teñoso",734948,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
30,"Beautiful (feat. Camila Cabello)",Bazzi,726925,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
31,Mundo,"IV Of Spades",725329,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
32,Ex,Callalily,707428,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
33,"Thru These Tears",LANY,704896,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
34,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",682416,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
35,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",653990,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
36,Weak,"Khel Pangilinan",638933,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
37,"Eastside (with Halsey & Khalid)","benny blanco",627019,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
38,NASA,"Ariana Grande",586252,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
39,"You Are The Reason","Calum Scott",585743,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
40,SOLO,JENNIE,580980,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
41,"bury a friend","Billie Eilish",568753,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
42,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",546280,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
43,"This Feeling","The Chainsmokers",542943,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
44,"Sweet but Psycho","Ava Max",536094,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
45,imagine,"Ariana Grande",534293,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
46,"Missin You Crazy",Russ,534066,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
47,"I Don't Wanna Love You Anymore",LANY,518551,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
48,needy,"Ariana Grande",515915,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
49,Better,Khalid,512697,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
50,"8 Letters","Why Don't We",490981,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
51,"Kiss and Make Up","Dua Lipa",486924,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
52,Talk,Khalid,484793,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
53,"I Like Me Better",Lauv,479191,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
54,Wow.,"Post Malone",464407,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
55,bloodline,"Ariana Grande",458982,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
56,"Say You Won't Let Go","James Arthur",429653,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
57,"bad idea","Ariana Grande",422849,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
58,"Pasensya Ka Na","Silent Sanctuary",407987,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
59,Dalaga,ALLMO$T,407809,https://open.spotify.com/track/6fWTVk29yvFEqE5VY6Gslk
60,"Dulo Ng Hangganan","IV Of Spades",406913,https://open.spotify.com/track/7h4W9blGxYCkKJ3dxPZ84j
61,"214 - From ""Alone/Together""","JM De Guzman",405081,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
62,"Who Do You Love","The Chainsmokers",387969,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
63,"Kung Wala Ka",Hale,386168,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
64,Tadhana,"Up Dharma Down",382469,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
65,"fake smile","Ariana Grande",377251,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
66,ghostin,"Ariana Grande",372215,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
67,"Too Good At Goodbyes","Sam Smith",371332,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
68,"Saturday Nights",Khalid,365849,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
69,"Bakit Ba Ikaw","Michael Pangilinan",354750,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
70,IDGAF,"Dua Lipa",351884,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
71,Leaves,Ben&Ben,350801,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
72,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",349025,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
73,Migraine,Moonstar88,347354,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
74,"Oks Lang","John Roa",344920,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
75,Anino,"Up Dharma Down",335348,https://open.spotify.com/track/4KmkG7fVe8bNBUpCbKCdJQ
76,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,335257,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
77,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,327466,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
78,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",325376,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
79,"Midnight Sky","Unique Salonga",324864,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
80,Ours,Ben&Ben,322777,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
81,"The Middle",Zedd,321562,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
82,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",321330,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
83,"DDU-DU DDU-DU",BLACKPINK,315125,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
84,"Thick And Thin",LANY,314609,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
85,Akala,Marion,310667,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
86,Narcissist,"No Rome",308848,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
87,Sandali,Because,307135,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
88,"Rewrite The Stars","Zac Efron",305822,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
