,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Kung 'Di Rin Lang Ikaw","December Avenue",1862390,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
2,"Maybe The Night",Ben&Ben,1633613,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
3,"Sa Ngalan Ng Pag-Ibig","December Avenue",1311396,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
4,"Kathang Isip",Ben&Ben,1293985,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
5,Happier,Marshmello,1061799,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,"Thru These Tears",LANY,1055770,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
7,"Beautiful (feat. Camila Cabello)",Bazzi,1017613,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
8,Mundo,"IV Of Spades",989247,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
9,Sana,"I Belong to the Zoo",972903,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
10,"'Di Na Muli","Janine Teñoso",924296,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
11,2002,Anne-Marie,858839,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
12,"Girls Like You (feat. Cardi B)","Maroon 5",823839,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
13,"Eastside (with Halsey & Khalid)","benny blanco",815113,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
14,"Love Someone","Lukas Graham",752913,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
15,"No Brainer","DJ Khaled",719836,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
16,"In My Feelings",Drake,710843,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,"I Don't Wanna Love You Anymore",LANY,699714,https://open.spotify.com/track/1NEV2pt7AJSHWadhfCZ48t
18,Better,Khalid,679136,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
19,"Be Alright","Dean Lewis",678343,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
20,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",664926,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
21,"8 Letters","Why Don't We",659987,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
22,Tagpuan,"Moira Dela Torre",654392,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
23,Akala,Marion,630466,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
24,IDGAF,"Dua Lipa",625874,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
25,"Electricity (with Dua Lipa)","Silk City",607934,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
26,Ex,Callalily,587098,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
27,"Thick And Thin",LANY,542755,https://open.spotify.com/track/7qIICzwgm3eu1Ic3ufPGJf
28,"You Are The Reason","Calum Scott",538699,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
29,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",533346,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
30,"Midnight Sky","Unique Salonga",507009,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
31,"God is a woman","Ariana Grande",490242,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
32,"The Middle",Zedd,481809,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
33,breathin,"Ariana Grande",481280,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
34,"Bakit Ba Ikaw","Michael Pangilinan",470307,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
35,BAAM,MOMOLAND,465900,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
36,Rise,"Jonas Blue",460729,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
37,"Oks Lang","John Roa",460642,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
38,Bulong,"December Avenue",446252,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
39,13,LANY,443404,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
40,Tadhana,"Up Dharma Down",436031,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
41,Leaves,Ben&Ben,421332,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
42,"Freaky Friday (feat. Chris Brown)","Lil Dicky",421275,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
43,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",421095,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
44,"Say You Won't Let Go","James Arthur",418485,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
45,"Happy Now",Zedd,410781,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
46,"Too Good At Goodbyes","Sam Smith",390412,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
47,"Kung Wala Ka",Hale,386380,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
48,"I Like Me Better",Lauv,385746,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
49,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",383309,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
50,"I'm a Mess","Bebe Rexha",356836,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
51,"Susi (From the Film ""GOYO - Ang Batang Heneral"")",Ben&Ben,356567,https://open.spotify.com/track/3I572cT9kECh41bZz2xPhy
52,Mine,Bazzi,350508,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
53,"Kung Akin Ang Mundo","Erik Santos",347537,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
54,Superhero,Lauv,343825,https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu
55,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,335754,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
56,Buwan,"juan karlos",330679,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
57,Narcissist,"No Rome",329414,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
58,Weak,"Khel Pangilinan",328955,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
59,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",320251,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
60,"Pasensya Ka Na","Silent Sanctuary",319318,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
61,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,312210,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
62,Hiling,"Mark Carpio",303420,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
63,"Let Me",ZAYN,302843,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
64,Migraine,Moonstar88,297060,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
65,Magbalik,Callalily,292441,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
66,"Super Far",LANY,291409,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
67,Nadarang,"Shanti Dope",290889,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
68,"no tears left to cry","Ariana Grande",285447,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
69,Perfect,"Ed Sheeran",285282,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
70,"Di Makatulog",SUD,279546,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
71,Happier,"Ed Sheeran",279415,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
72,"Isa Pang Araw","Sarah Geronimo",275008,https://open.spotify.com/track/06ANmvjPpUeh8QQAAAcThx
73,"Kahit Di Mo Alam","December Avenue",274037,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
74,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",272706,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
75,"Tell Me Where It Hurts",MYMP,272342,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
76,Thunderclouds,Sia,271800,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
77,"I Love It (& Lil Pump)","Kanye West",270332,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
78,"Rewrite The Stars","Zac Efron",270296,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
79,Sila,SUD,270146,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
80,"So Sick",Ne-Yo,266748,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
81,Photograph,"Ed Sheeran",265060,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
82,"Take A Bow - Main",Rihanna,264641,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
83,"Best Part (feat. Daniel Caesar)",H.E.R.,263135,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
84,"Wake Up in the Sky","Gucci Mane",258973,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
85,ILYSB,LANY,258842,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
86,"There's No Way (feat. Julia Michaels)",Lauv,257823,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
87,"Playinwitme (feat. Kehlani)",KYLE,256893,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
88,"Promises (with Sam Smith)","Calvin Harris",253046,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
89,"Head Above Water","Avril Lavigne",252026,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
90,"Hanggang Kailan","Michael Pangilinan",250464,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
91,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",250330,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
92,Tagu-Taguan,"Moira Dela Torre",239276,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
93,"SLOW DANCING IN THE DARK",Joji,238923,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
94,"What Lovers Do (feat. SZA)","Maroon 5",237244,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
95,"Ang Huling El Bimbo",Eraserheads,235683,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
96,"Falling Down - Bonus Track","Lil Peep",235468,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
97,"New Rules","Dua Lipa",235270,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
98,"BBoom BBoom",MOMOLAND,234141,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
99,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",232195,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
100,"Lucid Dreams","Juice WRLD",230835,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
101,"She Will Be Loved - Radio Mix","Maroon 5",229591,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
102,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",223510,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
103,Breakeven,"The Script",223225,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
104,Closer,"The Chainsmokers",222974,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
105,"Ride Home",Ben&Ben,221233,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j
106,"Lucky You (feat. Joyner Lucas)",Eminem,220545,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
107,"Want To","Dua Lipa",220282,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
108,"Huling Sayaw - Acoustic",Kamikazee,219101,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
109,"SICKO MODE","Travis Scott",217970,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
110,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",217880,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
111,"Can’t Help Falling in Love","Kina Grannis",217737,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
112,"With a Smile","South Border",217267,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
113,"How Deep Is Your Love","the bird and the bee",216622,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
114,Iris,"The Goo Goo Dolls",214065,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
115,"The Day You Said Goodnight - Acoustic Version",Hale,213958,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
116,"Havana (feat. Young Thug)","Camila Cabello",213451,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
117,"Eroplanong Papel","December Avenue",212904,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
118,Sa'yo,"Silent Sanctuary",211872,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
119,"I'm Yours","Jason Mraz",210855,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
120,Someday,"Leanne & Naara",208845,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
121,"Let You Love Me","Rita Ora",208089,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
122,Sino,"Unique Salonga",208051,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
123,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",202208,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
124,"Psycho (feat. Ty Dolla $ign)","Post Malone",201685,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
125,"One Kiss (with Dua Lipa)","Calvin Harris",201275,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
126,"'Di Na Muli",Itchyworms,199983,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
127,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,199210,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
128,"Ipagpatawad Mo",Mayonnaise,196886,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
129,"Out of My League","Stephen Speaks",196055,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
130,Stickwitu,"The Pussycat Dolls",193491,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
131,"The Scientist",Coldplay,193375,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
132,"Strawberries & Cigarettes","Troye Sivan",193150,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
133,"This I Promise You",*NSYNC,192583,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
134,"Why Can't It Be","Kaye Cal",191605,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
135,"Young Dumb & Broke",Khalid,191271,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
136,"One and Only","Parokya Ni Edgar",189694,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
137,"A Thousand Years","Christina Perri",187765,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
138,"Capital Letters","Hailee Steinfeld",187552,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
139,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",187243,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
140,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",187130,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
141,"Say My Name","David Guetta",186838,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
142,Sandali,Because,185562,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
143,"FOREVER YOUNG - KR Ver.",BLACKPINK,185116,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
144,"As If It's Your Last",BLACKPINK,183782,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
145,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",182825,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
146,"If You See Her",LANY,182698,https://open.spotify.com/track/4EZk32cccqVC6h113Ovkp4
147,"Beautiful Soul","Jesse McCartney",181841,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
148,Mundo,"Khel Pangilinan",181170,https://open.spotify.com/track/4xQwNJo5mxER1vg88YWm7O
149,"ILYSB - STRIPPED",LANY,180822,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
150,Natural,"Imagine Dragons",180772,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
151,"Shape of You","Ed Sheeran",180576,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
152,IDOL,BTS,179222,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
153,"Lost In Japan - Remix","Shawn Mendes",179042,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
154,Lucky,"Jason Mraz",177987,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
155,Rainbow,"South Border",177964,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
156,Pa-Umaga,"Al James",177897,https://open.spotify.com/track/1bvPjHWOc5C8nHkw5U2Vb4
157,"Before I Let You Go",Freestyle,177107,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
158,"That's What I Like","Bruno Mars",174908,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
159,SUNRISE,Ben&Ben,174386,https://open.spotify.com/track/3pO8AS9mXlI85OsHbJa4Jf
160,Prinsesa,6cyclemind,173952,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
161,Harana,"Parokya Ni Edgar",173356,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
162,Terrified,"Katharine McPhee",172701,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
163,Starving,"Hailee Steinfeld",172419,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
164,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",171732,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
165,"Better Now","Post Malone",170634,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
166,OTW,Khalid,170543,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
167,"Just the Way You Are","Bruno Mars",170189,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
168,Someday,Nina,169471,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
169,"Bleeding Love","Leona Lewis",168164,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
