,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Kung 'Di Rin Lang Ikaw","December Avenue",1176441,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
2,"Thru These Tears",LANY,1062820,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
3,"Kathang Isip",Ben&Ben,1046849,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
4,"Sa Ngalan Ng Pag-Ibig","December Avenue",1022251,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
5,"Girls Like You (feat. Cardi B)","Maroon 5",926049,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
6,Mundo,"IV Of Spades",908116,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
7,"Beautiful (feat. Camila Cabello)",Bazzi,901490,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
8,"'Di Na Muli","Janine Teñoso",867990,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
9,"Eastside (with Halsey & Khalid)","benny blanco",829352,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
10,"No Brainer","DJ Khaled",773797,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
11,2002,Anne-Marie,756361,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
12,IDGAF,"Dua Lipa",727781,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
13,"In My Feelings",Drake,724534,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
14,"I Don't Wanna Love You Anymore",LANY,690076,https://open.spotify.com/track/1NEV2pt7AJSHWadhfCZ48t
15,"Be Alright","Dean Lewis",662995,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
16,Tagpuan,"Moira Dela Torre",662389,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
17,Happier,Marshmello,640694,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,"Electricity (with Dua Lipa)","Silk City",608672,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
19,Akala,Marion,604130,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
